"Ensembl","gene","bp","mu_syn","mu_mis","mu_lof","n_syn","n_mis","n_lof","exp_syn","exp_mis","exp_lof","syn_z","mis_z","lof_z","pLI","pRec","pNull"
"ENSG00000101306","MYLK2",1791,8.63494374266e-06,1.80890190926e-05,1.09957371485e-06,103,216,4,96.5757355718,195.176576459,15.536307486,-0.40526450855187,-0.729044740634889,2.89922957605466,0.220320911579183,0.777967366007585,0.00171172241323242
"ENSG00000142675","CNKSR1",2142,1.01989066446e-05,2.37352976099e-05,2.51308434652e-06,100,240,28,114.768185642,253.501301369,35.118051147,0.854606632446859,0.414764858400392,1.18983169996433,3.79048704121579e-16,0.136331852971289,0.863668147028711
"ENSG00000029363",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000154001","PPP2R5E",1404,4.96497838718e-06,1.26095003103e-05,1.44428017657e-06,71,48,0,59.9722711623,144.325272787,21.2599560892,-0.882795899755919,3.92180146489595,4.56741963347786,0.999433463999183,0.000566533351254608,2.64956261693488e-09
"ENSG00000130544","ZNF557",1293,5.53931633589e-06,1.18384810702e-05,8.53218288669e-07,76,155,10,64.7921145348,135.539611936,11.9810399322,-0.863201667920479,-0.817589112846493,0.56693811374478,1.50769654048194e-06,0.398872299105413,0.601126193198047
"ENSG00000100632","ERH",315,1.17258660241e-06,2.96639351201e-06,3.87733845229e-07,15,3,0,14.4550703403,34.1153426143,5.87641434149,-0.0888546429374883,2.60565042565349,2.40129703844089,0.846059923578033,0.151203542420548,0.00273653400141921
"ENSG00000083093","PALB2",3561,1.22941250861e-05,2.8577654312e-05,2.15394009315e-06,150,385,20,143.117938936,326.054383616,29.3433687236,-0.356634568144707,-1.596697827275,1.70859139271492,1.32628496864351e-10,0.770851368791479,0.229148631075892
"ENSG00000151365","THRSP",441,2.25989193319e-06,4.90673832768e-06,1.91658661177e-07,20,59,3,26.02414,56.0134605,2.59062941,0.73207636327445,-0.195181471720017,-0.251943796667483,0.00560130986826702,0.481638000851753,0.51276068927998
"ENSG00000112877","CEP72",1944,1.21690247854e-05,2.33088719111e-05,1.43591190704e-06,130,282,16,129.399174285,240.662994183,19.776574191,-0.0327426313484102,-1.3033190415854,0.841225041825528,1.05831804132716e-09,0.300665456320541,0.69933454262114
"ENSG00000144040","SFXN5",1023,6.53276439752e-06,1.31083597168e-05,1.1711679521e-06,78,114,6,68.730300384,132.685578022,16.3756227282,-0.693171894742386,0.793435497840908,2.53983169849942,0.0140304509437934,0.979563346835213,0.0064062022209937
"ENSG00000155754",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000113396","SLC27A6",1860,6.39776478371e-06,1.64960617333e-05,1.27776025417e-06,82,222,15,75.1367147325,187.212729794,18.1847778019,-0.490857839665753,-1.24356794117261,0.739800833149639,2.858831106907e-09,0.283148448747972,0.716851548393197
"ENSG00000146476",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000038427","VCAN",10191,3.50663074509e-05,8.60322785104e-05,4.69015638944e-06,411,1094,8,401.834372215,977.813953061,58.7292409583,-0.283456750427386,-1.81736456872361,6.55723690440519,0.999750597976069,0.000249402023929709,1.00869271994714e-15
"ENSG00000143258","USP21",1698,6.57786518132e-06,2.11178212956e-05,2.60178751002e-06,85,184,9,79.1434554162,243.287190907,34.2253977946,-0.408115455693803,1.85916429393253,4.27123482674163,0.0746516537664707,0.925344155665965,4.19056756463807e-06
"ENSG00000165862",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100290","BIK",483,3.13522416969e-06,5.40836981301e-06,2.75598163189e-07,32,72,6,30.7053413652,51.5922266284,4.10949189685,-0.144843246909854,-1.38969618945881,-0.923791960181884,2.5374926599392e-05,0.174062785369988,0.825911839703413
"ENSG00000108826","MRPL27",447,2.44804473909e-06,5.24834736069e-06,2.66904950924e-07,26,80,1,28.815935573,60.2482104685,4.62982386101,0.325204445816594,-1.24466028476273,1.67106377577188,0.385344633134836,0.571057732562536,0.0435976343026282
"ENSG00000107819","SFXN3",978,4.24829922079e-06,9.8408604536e-06,9.69950571752e-07,51,109,16,51.6096882425,114.530389414,14.5564727509,0.0526129803435309,0.252762467910564,-0.37478878137624,1.26901089843385e-11,0.0253988231664989,0.974601176820811
"ENSG00000102007","PLP2",459,2.55482520579e-06,5.19844172948e-06,4.69286318016e-07,18,38,2,19.4245107656,37.8215611234,4.91805669185,0.200373301684144,-0.0141918479525167,1.30342679178172,0.112369204580837,0.777772256915139,0.109858538504024
"ENSG00000108830","RND2",684,3.53346032079e-06,9.23893859443e-06,7.3433178413e-07,20,78,7,33.3960458359,92.0506083142,9.55931616079,1.43707241721136,0.716305551350496,0.819974238363055,0.000138854210054274,0.645442074392143,0.354419071397803
"ENSG00000130254","SAFB2",2862,1.94803262048e-05,4.3971048381e-05,2.57910542655e-06,137,312,2,156.830279234,363.346323907,30.8952077483,0.981666077149449,1.31754435675594,5.14955822467072,0.999582500881394,0.000417499067041763,5.15639364665452e-11
"ENSG00000095970","TREM2",693,3.24797719237e-06,7.15007079795e-06,4.40003903191e-07,33,83,10,38.264165614,81.568101238,6.90260378429,0.527573799333336,-0.0775477047570935,-1.16783075428745,2.35316946822257e-08,0.0415952658761505,0.958404710592155
"ENSG00000140279","DUOX2",4647,2.53806417062e-05,5.70944086207e-05,4.22736383857e-06,239,627,56,259.231840785,582.906672585,55.4716545546,0.779004271015019,-0.893283905521945,-0.0702703459574107,1.8967607743652e-37,3.81333784492947e-06,0.999996186662155
"ENSG00000169282","KCNAB1",1260,5.31215678334e-06,1.19405341202e-05,1.30635933898e-06,53,97,6,66.055185,141.1560925,20.6686722,0.995815596789837,1.81784696861755,3.19612852839339,0.0665503434443176,0.932841287012373,0.000608369543309942
"ENSG00000138039","LHCGR",2100,8.34463943002e-06,1.93773783374e-05,1.57979797216e-06,76,206,14,75.9572580638,185.915198994,18.4092663045,-0.00304018020510154,-0.720487600591527,1.01797635525304,2.80154457660207e-08,0.490421431053641,0.509578540930913
"ENSG00000197837","HIST4H4",312,2.6187928004e-06,6.41315271652e-06,2.53032320488e-07,28,63,1,30.09057,73.0814563,3.28600509,0.236264793130476,0.576814685295281,1.24920229228388,0.260791362702686,0.638844553082587,0.100364084214727
"ENSG00000116668","SWT1",2703,7.74250411221e-06,2.08197570062e-05,2.16115960777e-06,95,245,8,93.0305779746,237.856038945,31.1536805226,-0.126582870680514,-0.22656919307936,4.10917860049472,0.117421725145305,0.882568643817038,9.63103765684142e-06
"ENSG00000112333","NR2E1",1158,7.42053806519e-06,1.483389583e-05,9.2988420669e-07,56,69,0,81.0717091994,160.60735315,13.7003254824,1.72623035443079,3.53560924239267,3.66652969734472,0.990508625123308,0.00948880336798655,2.57150870518978e-06
"ENSG00000212829",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000159496","RGL4",1422,6.72037919574e-06,1.44859608096e-05,1.00667182417e-06,95,185,15,78.1516390779,164.218165749,15.1487718689,-1.18151174997555,-0.793211434178613,0.0378635897829405,2.32929497563318e-10,0.0718086712854185,0.928191328481652
"ENSG00000075131","TIPIN",906,2.87206552571e-06,6.91097420557e-06,7.89352366307e-07,41,86,5,34.7497489734,78.9766332826,11.1195666933,-0.65731123989578,-0.38655626848004,1.81788518311053,0.00983208458317475,0.942185447294077,0.0479824681227479
"ENSG00000012822","CALCOCO1",2076,7.70608092531e-06,2.03217352471e-05,2.00236024469e-06,94,224,7,90.7160554391,229.458867788,27.9336922089,-0.213748256494138,0.176266266885307,3.92347967322293,0.171891880753814,0.828084539806011,2.35794401756688e-05
"ENSG00000178952","TUFM",1368,8.26519856409e-06,1.80533422437e-05,1.08854519874e-06,85,128,3,93.8658999871,202.054741422,16.1744813629,0.567307306723154,2.54820627860865,3.24494969943703,0.651456012209132,0.34829212491533,0.000251862875538318
"ENSG00000111049","MYF5",768,4.30630454022e-06,8.81978390228e-06,5.43876968642e-07,47,100,5,50.048617,101.1872731,7.41952815,0.267150935623291,0.0577316533665118,0.879897816847947,0.0019034048050669,0.727788035616357,0.270308559578576
"ENSG00000120910","PPP3CC",1566,5.80508434734e-06,1.49857785593e-05,1.84937806772e-06,63,142,8,67.6759808352,165.844382667,25.6380944791,0.352374793633283,0.905633434353642,3.45063075231505,0.0166246432473754,0.983167924655561,0.000207432097063908
"ENSG00000137409","MTCH1",1119,7.56517679796e-06,1.51550244121e-05,1.22470726511e-06,45,53,1,50.7814848027,109.206749639,14.5413852924,0.502962751529318,2.63075219588883,3.51762726792344,0.964878856015847,0.0351080625998294,1.30813843230847e-05
"ENSG00000008869","HEATR5B",6216,2.19322454669e-05,5.83147378374e-05,6.07047532842e-06,322,556,31,258.252695815,664.345036105,81.9899239349,-2.45917122823006,2.05602535353543,5.57819689974409,8.10479286093348e-10,0.999999998441817,7.47703642034084e-10
"ENSG00000068878","PSME4",5532,1.90024648611e-05,4.84998181529e-05,6.21531622391e-06,239,453,7,199.560302432,504.371618763,84.4886124214,-1.73079641881587,1.11883032606424,8.35080766815146,0.999999996860777,3.13922277635551e-09,5.77777921257196e-27
"ENSG00000136371","MTHFS",612,2.88196372103e-06,7.41359842038e-06,5.26516154094e-07,30,56,3,24.7460465571,61.1274705177,6.39368063043,-0.654760537740699,0.320775641197017,1.32949053227532,0.0406510504988124,0.842923193228791,0.116425756272396
"ENSG00000185624","P4HB",1527,1.05673618738e-05,1.89290151659e-05,1.04238893116e-06,113,145,1,104.75848585,185.471272424,14.8429621545,-0.499184491971314,1.45353422243957,3.55924894162016,0.968508654303976,0.0314813694335645,9.97626245917797e-06
"ENSG00000198886",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000138030","KHK",897,5.58830067481e-06,1.12915656027e-05,7.44252021583e-07,65,123,8,63.5794713734,125.974461659,11.2833566904,-0.110443822334766,0.129625101350356,0.968252455490193,5.36079485314004e-05,0.680282267540769,0.319664124510699
"ENSG00000124641","MED20",639,2.95018338324e-06,6.74819695637e-06,3.53106051608e-07,34,63,1,35.1025714,78.1348594,5.6771506,0.115368216443024,0.837476143518946,1.94449048499466,0.48894272078137,0.489751134983363,0.0213061442352671
"ENSG00000109189","USP46",1101,4.43807270761e-06,1.05853389435e-05,9.22614942524e-07,38,43,1,46.6208716496,107.619472234,11.9064561623,0.782727108704195,3.04673414624894,3.13099293587607,0.911054239074288,0.088809549198779,0.000136211726932761
"ENSG00000109046","WSB1",1266,4.23555821278e-06,1.22923735274e-05,1.15224127029e-06,58,153,2,51.4839840079,142.425115093,16.740110461,-0.56298370674751,-0.433410540272966,3.56871045292592,0.923194039998769,0.0767869852855282,1.89747157030361e-05
"ENSG00000169032","MAP2K1",1182,5.89728440442e-06,1.17420071091e-05,9.69124141883e-07,62,50,0,65.7556608095,129.799053637,15.1702219819,0.287123793702401,3.42593084994071,3.85820795717874,0.994501270366062,0.00549805295620231,6.76677735529064e-07
"ENSG00000137265","IRF4",1356,9.29908590843e-06,1.71478359075e-05,1.34042184195e-06,74,92,2,95.2072260565,175.234543586,16.7036312798,1.3474058546237,3.07545956476725,3.56376325951892,0.922220690010892,0.0777597147822235,1.959520688444e-05
"ENSG00000100982","PCIF1",2115,1.1365510654e-05,2.7805752897e-05,2.09197911071e-06,137,203,0,128.694282673,307.363095342,28.4589288413,-0.453885213976787,2.91163934559265,5.2844400650844,0.999961615698865,3.83842973745966e-05,3.75998132068589e-12
"ENSG00000110435","PDHX",1506,5.91105467859e-06,1.51797054655e-05,1.35282277283e-06,63,204,8,68.3223036501,168.18949176,18.943402222,0.399178890734204,-1.35060207210372,2.49065203555848,0.00137028838511485,0.991015255959772,0.00761445565511289
"ENSG00000115758","ODC1",1386,6.7014705799e-06,1.45928241633e-05,8.3057447381e-07,90,135,1,80.120013,169.5306942,13.6015466,-0.684282597376218,1.29717229968341,3.38469421750981,0.950802102507626,0.0491675508277189,3.03466646555914e-05
"ENSG00000182197","EXT1",2241,1.09935769537e-05,2.44125166447e-05,1.83291302506e-06,119,198,1,127.696522312,278.606969887,25.1827787374,0.477094546807185,2.36207242033408,4.77357867972205,0.999320485111258,0.000679514053714648,8.3502718613293e-10
"ENSG00000117632","STMN1",525,1.64730183908e-06,4.7460754351e-06,6.2726848951e-07,14,16,1,13.7802888628,42.2297960598,7.36675450853,-0.0366918904294908,1.97424899921001,2.32364446785696,0.648591503545553,0.345344772779999,0.00606372367444763
"ENSG00000138641","HERC3",3153,1.11192963722e-05,2.58810712341e-05,2.60378565147e-06,139,202,8,134.257002375,299.430681309,39.0687810498,-0.253766400082887,2.75400106951369,4.92378405258534,0.719742122657536,0.280257833735768,4.36066958670361e-08
"ENSG00000105479","CCDC114",2013,1.26509215127e-05,2.66296496285e-05,1.29126057749e-06,98,204,6,112.802582955,213.096133616,12.0967173955,0.864028291098667,0.304778225157653,1.7364087428061,0.00270689727205249,0.936351114310288,0.0609419884176594
"ENSG00000179172","HNRNPCL1",882,3.30530806735e-06,8.78461178922e-06,6.04564621029e-07,43,123,4,37.86892,99.950581,7.2689393,-0.516912190460445,-1.1276745546361,1.20104993409967,0.0107232661654143,0.833814449680548,0.155462284154037
"ENSG00000198822","GRM3",2640,1.34923176166e-05,2.96974176022e-05,1.68861135783e-06,142,207,2,154.966267,338.5734393,21.22780138,0.645723984508214,3.49750331389279,4.13396474490975,0.984710456532565,0.0152892040996612,3.39367773702995e-07
"ENSG00000135250","SRPK2",2100,8.79208949774e-06,2.06593008084e-05,2.25021870388e-06,88,138,3,100.1223119,227.45810973,30.5178519373,0.751050507892234,2.90125180173855,4.93431908459315,0.997504054449169,0.00249594473546932,8.15361111091196e-10
"ENSG00000110245","APOC3",300,1.63098120025e-06,3.11859898668e-06,4.21773416033e-07,19,38,5,18.4548967463,34.2494099519,5.6276890967,-0.0786628754016365,-0.313465312748857,0.262101336466079,0.00067802640410586,0.506712772333524,0.49260920126237
"ENSG00000122729","ACO1",2670,1.07749701091e-05,2.62399797243e-05,2.72001862044e-06,131,284,19,130.464583,305.6863775,39.2003063,-0.0290590551589534,0.606688711945185,3.19597194851028,3.56928434859223e-08,0.999308721880614,0.000691242426542454
"ENSG00000152332","UHMK1",1260,6.20772201063e-06,1.32936021536e-05,8.5653780608e-07,75,121,2,68.8996375029,145.50142425,12.7467298369,-0.455613349261241,0.993513458950758,2.98171848707972,0.729319451779304,0.270110711713292,0.000569836507404218
"ENSG00000169018","FEM1B",1884,7.61727548589e-06,1.95006266126e-05,8.56996771773e-07,82,96,2,87.1435,221.7843605,10.54814399,0.341578627388843,4.13121450218153,2.60719496633327,0.540948666821381,0.45591918695115,0.00313214622746941
"ENSG00000163394","CCKAR",1287,6.90441990051e-06,1.5517295913e-05,5.63764204457e-07,82,173,4,79.6606791124,176.365714938,8.38602916173,-0.162486424774814,0.123960925770809,1.50031686754802,0.0174084828953902,0.891371339905553,0.0912201771990565
"ENSG00000160310","PRMT2",1302,8.33697368481e-06,1.50608188698e-05,1.27862580174e-06,90,109,3,92.271995823,164.237803,17.4589614636,0.146629989419532,2.10822174479216,3.42781726342537,0.751420208347907,0.248489641325407,9.01503266864357e-05
"ENSG00000129244","ATP1B2",873,4.92424332671e-06,1.10610165121e-05,1.09844907963e-06,47,108,4,56.0899993083,122.527235729,14.8592416866,0.752437770555161,0.641921733981366,2.79055687345866,0.179758869110773,0.81765325290113,0.00258787798809735
"ENSG00000176476",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000080644","CHRNA3",1518,8.55373010205e-06,1.67161544346e-05,7.79292198116e-07,110,161,5,89.3873406884,177.985257659,10.2980379757,-1.35159157215195,0.622726935116148,1.63541329861289,0.00706163755884019,0.920097699448344,0.0728406629928161
"ENSG00000101210","EEF1A2",1392,1.28527593615e-05,2.2648754258e-05,8.04268612353e-07,103,29,0,120.523230823,211.373989281,10.077745175,0.989526719339557,6.13555082749992,3.14464397364548,0.96413145424868,0.0358006704304085,6.78753209114381e-05
"ENSG00000215770",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000196843","ARID5A",1785,1.05129483612e-05,2.0513886684e-05,8.98562112845e-07,90,182,0,106.29419158,204.697852154,10.675656438,0.979777999793597,0.775970963040817,3.23658531863882,0.971125743700561,0.0288346018303151,3.96544691235467e-05
"ENSG00000169764","UGP2",1527,5.19348304386e-06,1.32310414364e-05,8.53848304387e-07,87,108,7,63.034201,154.1014181,13.86524223,-1.87134243787081,1.81646589735233,1.82634079858406,0.00102013070287478,0.947456118318881,0.051523750978244
"ENSG00000198331","HYLS1",900,2.66844362973e-06,8.68308443962e-06,9.7236622871e-07,36,102,8,30.65312,98.8002476,11.43620808,-0.598704547897639,-0.157453946304068,1.00653342902919,5.8228427856488e-05,0.697859454359706,0.302082317212437
"ENSG00000129465","RIPK3",1557,8.55839844759e-06,1.68432468361e-05,1.38614135e-06,96,196,12,100.468124217,193.592648011,19.6863697064,0.276349211821606,-0.0846292139440444,1.71604280776222,2.24111545145836e-06,0.899123177793338,0.10087458109121
"ENSG00000124787","RPP40",1092,4.72673927235e-06,1.06506797878e-05,8.01926615611e-07,57,116,6,55.82077452,121.317024841,11.9760146684,-0.0978475820253116,0.236114295919683,1.71058707913318,0.00257720793912516,0.932656444259557,0.0647663478013176
"ENSG00000160213","CSTB",297,2.42214532346e-06,3.84046830421e-06,2.79571068782e-07,14,30,5,17.096966,28.8360883,3.3463301,0.464330130884671,-0.106015080937843,-0.895476385441118,0.000132259411422296,0.232003297427223,0.767864443161355
"ENSG00000130598","TNNI2",549,3.28149707692e-06,7.41127786441e-06,5.4848519161e-07,52,71,3,35.7245253434,77.4575353586,8.31446657932,-1.68810609698957,0.358882037076715,1.82571153980453,0.0861527411924089,0.870962568699162,0.0428846901084294
"ENSG00000011052","NME1-NME2",804,3.83424008915e-06,1.00740881438e-05,7.8772699024e-07,38,83,5,44.8580870559,113.059269066,11.2692074939,0.634793146168607,1.38274528263786,1.84993147835551,0.010430774313355,0.945152217753745,0.0444170079328997
"ENSG00000164938","TP53INP1",723,2.05080002707e-06,6.47774024004e-06,3.63187910427e-07,28,84,6,24.493274,74.6514367,5.37228412,-0.439266816652065,-0.529227069621786,-0.268270748498807,6.85854635079359e-05,0.293374762160171,0.706556652376321
"ENSG00000181856","SLC2A4",1530,8.34631162433e-06,1.74214550609e-05,1.2888905895e-06,99,173,5,93.3431951172,191.13467876,18.364072234,-0.362976848963172,0.641589206002719,3.08918565678043,0.135386792584163,0.86371416405545,0.000899043360387207
"ENSG00000157193","LRP8",2892,1.96693373614e-05,3.77744241803e-05,2.51676359732e-06,132,224,0,161.577139798,326.225326168,31.1103571307,1.44249781763445,2.76831821987324,5.52512631418014,0.999985760234446,1.42397652181836e-05,3.35876066425221e-13
"ENSG00000070018","LRP6",4842,1.59970131108e-05,4.63110547935e-05,5.30997226048e-06,206,415,9,190.302871762,533.302471052,69.6716291012,-0.70541730743186,2.50566849529346,7.20024682116878,0.999978329943341,2.16700566586266e-05,5.31124675602577e-19
"ENSG00000167283","ATP5L",312,1.44206353257e-06,3.20708552824e-06,2.942898565e-07,19,36,1,15.9536935553,34.2972896565,4.13651687607,-0.472816891141664,-0.142209050329714,1.52763607788494,0.337891181698725,0.602189955274197,0.0599188630270772
"ENSG00000198914",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175224","ATG13",1653,5.92463288859e-06,1.48481450065e-05,1.24712701433e-06,83,144,2,73.9713284364,174.502428158,21.1552690122,-0.650790854064374,1.1294051375697,4.1254251063714,0.984296607292859,0.0157030303098784,3.62397262806244e-07
